Category,Order Date,Segment,Number of Records,Sales Target (Sales Target)
Furniture,3/14/2014,Home Office,1,20
Furniture,3/24/2014,Home Office,1,102
Furniture,3/30/2014,Home Office,1,50
Furniture,4/2/2014,Home Office,1,55
Furniture,4/16/2014,Home Office,1,172
Furniture,4/27/2014,Home Office,1,164
Furniture,5/1/2014,Home Office,1,170
Furniture,5/4/2014,Home Office,1,277
Furniture,5/7/2014,Home Office,1,14
Furniture,5/10/2014,Home Office,1,894
Furniture,5/12/2014,Home Office,1,80
Furniture,5/17/2014,Home Office,1,210
Furniture,5/19/2014,Home Office,1,251
Furniture,5/19/2014,Home Office,1,476
Furniture,5/25/2014,Home Office,1,40
Furniture,6/6/2014,Home Office,1,38
Furniture,6/7/2014,Home Office,1,24
Furniture,6/9/2014,Home Office,1,116
Furniture,6/11/2014,Home Office,1,27
Furniture,6/12/2014,Home Office,1,632
Furniture,6/21/2014,Home Office,1,1206
Furniture,6/25/2014,Home Office,1,133
Furniture,6/28/2014,Home Office,1,13
Furniture,7/4/2014,Home Office,1,27
Furniture,7/5/2014,Home Office,1,104
Furniture,7/8/2014,Home Office,1,749
Furniture,7/13/2014,Home Office,1,113
Furniture,7/15/2014,Home Office,1,1443
Furniture,7/25/2014,Home Office,1,350
Furniture,7/26/2014,Home Office,1,17
Furniture,7/26/2014,Home Office,1,301
Furniture,7/27/2014,Home Office,1,14
Furniture,7/30/2014,Home Office,1,948
Furniture,8/1/2014,Home Office,1,33
Furniture,8/1/2014,Home Office,1,168
Furniture,8/1/2014,Home Office,1,407
Furniture,8/3/2014,Home Office,1,1723
Furniture,8/4/2014,Home Office,1,494
Furniture,8/9/2014,Home Office,1,28
Furniture,8/22/2014,Home Office,1,18
Furniture,8/27/2014,Home Office,1,357
Furniture,8/29/2014,Home Office,1,218
Furniture,9/5/2014,Home Office,1,928
Furniture,9/6/2014,Home Office,1,531
Furniture,9/12/2014,Home Office,1,19
Furniture,9/14/2014,Home Office,1,668
Furniture,9/17/2014,Home Office,1,21
Furniture,9/20/2014,Home Office,1,131
Furniture,9/21/2014,Home Office,1,29
Furniture,9/30/2014,Home Office,1,706
Furniture,10/2/2014,Home Office,1,34
Furniture,10/8/2014,Home Office,1,1256
Furniture,10/10/2014,Home Office,1,830
Furniture,10/11/2014,Home Office,1,709
Furniture,10/16/2014,Home Office,1,36
Furniture,10/20/2014,Home Office,1,69
Furniture,10/21/2014,Home Office,1,168
Furniture,10/25/2014,Home Office,1,18
Furniture,10/31/2014,Home Office,1,377
Furniture,11/6/2014,Home Office,1,1493
Furniture,11/7/2014,Home Office,1,10
Furniture,11/9/2014,Home Office,1,42
Furniture,11/17/2014,Home Office,1,101
Furniture,11/17/2014,Home Office,1,428
Furniture,12/4/2014,Home Office,1,171
Furniture,12/4/2014,Home Office,1,650
Furniture,12/6/2014,Home Office,1,962
Furniture,12/14/2014,Home Office,1,264
Furniture,12/19/2014,Home Office,1,14
Furniture,12/31/2014,Home Office,1,115
Furniture,1/1/2015,Home Office,1,46
Furniture,1/1/2015,Home Office,1,95
Furniture,1/7/2015,Home Office,1,919
Furniture,1/8/2015,Home Office,1,134
Furniture,1/19/2015,Home Office,1,29
Furniture,1/24/2015,Home Office,1,125
Furniture,1/26/2015,Home Office,1,413
Furniture,1/27/2015,Home Office,1,289
Furniture,2/4/2015,Home Office,1,104
Furniture,2/4/2015,Home Office,1,156
Furniture,2/9/2015,Home Office,1,802
Furniture,2/10/2015,Home Office,1,857
Furniture,2/28/2015,Home Office,1,151
Furniture,3/1/2015,Home Office,1,33
Furniture,3/8/2015,Home Office,1,485
Furniture,3/9/2015,Home Office,1,250
Furniture,3/14/2015,Home Office,1,78
Furniture,3/19/2015,Home Office,1,18
Furniture,3/29/2015,Home Office,1,240
Furniture,3/29/2015,Home Office,1,555
Furniture,4/16/2015,Home Office,1,374
Furniture,4/21/2015,Home Office,1,267
Furniture,4/25/2015,Home Office,1,301
Furniture,5/5/2015,Home Office,1,198
Furniture,5/5/2015,Home Office,1,982
Furniture,5/8/2015,Home Office,1,52
Furniture,5/9/2015,Home Office,1,379
Furniture,5/10/2015,Home Office,1,1573
Furniture,5/11/2015,Home Office,1,46
Furniture,5/18/2015,Home Office,1,243
Furniture,5/23/2015,Home Office,1,65
Furniture,5/29/2015,Home Office,1,316
Furniture,5/31/2015,Home Office,1,41
Furniture,6/3/2015,Home Office,1,755
Furniture,6/4/2015,Home Office,1,213
Furniture,6/5/2015,Home Office,1,63
Furniture,6/6/2015,Home Office,1,274
Furniture,6/6/2015,Home Office,1,350
Furniture,6/24/2015,Home Office,1,67
Furniture,6/26/2015,Home Office,1,372
Furniture,7/12/2015,Home Office,1,28
Furniture,7/16/2015,Home Office,1,553
Furniture,7/19/2015,Home Office,1,230
Furniture,7/20/2015,Home Office,1,155
Furniture,7/23/2015,Home Office,1,80
Furniture,7/25/2015,Home Office,1,86
Furniture,8/19/2015,Home Office,1,522
Furniture,8/25/2015,Home Office,1,1120
Furniture,9/1/2015,Home Office,1,471
Furniture,9/2/2015,Home Office,1,48
Furniture,9/8/2015,Home Office,1,842
Furniture,9/10/2015,Home Office,1,595
Furniture,9/15/2015,Home Office,1,1001
Furniture,9/16/2015,Home Office,1,245
Furniture,9/17/2015,Home Office,1,19
Furniture,9/18/2015,Home Office,1,273
Furniture,9/27/2015,Home Office,1,446
Furniture,10/1/2015,Home Office,1,74
Furniture,10/18/2015,Home Office,1,160
Furniture,10/21/2015,Home Office,1,1255
Furniture,10/22/2015,Home Office,1,53
Furniture,10/23/2015,Home Office,1,30
Furniture,11/7/2015,Home Office,1,38
Furniture,11/8/2015,Home Office,1,1240
Furniture,11/13/2015,Home Office,1,449
Furniture,11/15/2015,Home Office,1,26
Furniture,11/22/2015,Home Office,1,392
Furniture,11/30/2015,Home Office,1,89
Furniture,12/13/2015,Home Office,1,51
Furniture,12/18/2015,Home Office,1,544
Furniture,12/24/2015,Home Office,1,388
Furniture,12/25/2015,Home Office,1,5
Furniture,12/25/2015,Home Office,1,12
Furniture,1/4/2016,Home Office,1,892
Furniture,1/4/2016,Home Office,1,1225
Furniture,1/13/2016,Home Office,1,2333
Furniture,1/21/2016,Home Office,1,2561
Furniture,2/3/2016,Home Office,1,765
Furniture,2/6/2016,Home Office,1,100
Furniture,2/6/2016,Home Office,1,685
Furniture,2/12/2016,Home Office,1,107
Furniture,2/19/2016,Home Office,1,52
Furniture,2/21/2016,Home Office,1,593
Furniture,3/2/2016,Home Office,1,329
Furniture,3/6/2016,Home Office,1,385
Furniture,3/12/2016,Home Office,1,7
Furniture,3/12/2016,Home Office,1,1631
Furniture,3/16/2016,Home Office,1,459
Furniture,3/19/2016,Home Office,1,5803
Furniture,3/25/2016,Home Office,1,19
Furniture,3/25/2016,Home Office,1,62
Furniture,4/20/2016,Home Office,1,1035
Furniture,4/28/2016,Home Office,1,34
Furniture,4/29/2016,Home Office,1,306
Furniture,5/2/2016,Home Office,1,138
Furniture,5/13/2016,Home Office,1,100
Furniture,5/20/2016,Home Office,1,20
Furniture,5/20/2016,Home Office,1,118
Furniture,5/28/2016,Home Office,1,213
Furniture,5/28/2016,Home Office,1,222
Furniture,6/6/2016,Home Office,1,8
Furniture,6/13/2016,Home Office,1,365
Furniture,6/15/2016,Home Office,1,669
Furniture,7/3/2016,Home Office,1,1366
Furniture,7/24/2016,Home Office,1,82
Furniture,7/27/2016,Home Office,1,1464
Furniture,8/2/2016,Home Office,1,728
Furniture,8/4/2016,Home Office,1,76
Furniture,8/12/2016,Home Office,1,20
Furniture,8/16/2016,Home Office,1,177
Furniture,8/17/2016,Home Office,1,131
Furniture,8/24/2016,Home Office,1,604
Furniture,8/26/2016,Home Office,1,4193
Furniture,8/28/2016,Home Office,1,24
Furniture,9/18/2016,Home Office,1,244
Furniture,9/19/2016,Home Office,1,1203
Furniture,9/30/2016,Home Office,1,51
Furniture,9/30/2016,Home Office,1,2116
Furniture,10/3/2016,Home Office,1,24
Furniture,10/10/2016,Home Office,1,224
Furniture,10/20/2016,Home Office,1,21
Furniture,10/25/2016,Home Office,1,483
Furniture,10/28/2016,Home Office,1,387
Furniture,11/2/2016,Home Office,1,68
Furniture,11/2/2016,Home Office,1,72
Furniture,11/9/2016,Home Office,1,49
Furniture,11/10/2016,Home Office,1,569
Furniture,11/15/2016,Home Office,1,14
Furniture,11/20/2016,Home Office,1,16
Furniture,12/3/2016,Home Office,1,1144
Furniture,12/10/2016,Home Office,1,92
Furniture,12/16/2016,Home Office,1,2567
Furniture,12/22/2016,Home Office,1,92
Office Supplies,1/2/2014,Consumer,1,6
Office Supplies,1/2/2014,Consumer,1,208
Office Supplies,1/4/2014,Consumer,1,291
Office Supplies,1/6/2014,Consumer,1,22
Office Supplies,1/7/2014,Consumer,1,4
Office Supplies,1/9/2014,Consumer,1,447
Office Supplies,1/12/2014,Consumer,1,200
Office Supplies,1/13/2014,Consumer,1,93
Office Supplies,1/13/2014,Consumer,1,133
Office Supplies,1/16/2014,Consumer,1,28
Office Supplies,1/17/2014,Consumer,1,153
Office Supplies,1/24/2014,Consumer,1,458
Office Supplies,1/25/2014,Consumer,1,294
Office Supplies,1/25/2014,Consumer,1,550
Office Supplies,1/27/2014,Consumer,1,134
Office Supplies,1/27/2014,Consumer,1,287
Office Supplies,1/29/2014,Consumer,1,1270
Office Supplies,2/4/2014,Consumer,1,1611
Office Supplies,2/5/2014,Consumer,1,1729
Office Supplies,2/7/2014,Consumer,1,19
Office Supplies,2/10/2014,Consumer,1,663
Office Supplies,2/11/2014,Consumer,1,1181
Office Supplies,2/13/2014,Consumer,1,321
Office Supplies,2/15/2014,Consumer,1,447
Office Supplies,2/16/2014,Consumer,1,4
Office Supplies,2/19/2014,Consumer,1,39
Office Supplies,2/19/2014,Consumer,1,234
Office Supplies,2/19/2014,Consumer,1,753
Office Supplies,2/20/2014,Consumer,1,67
Office Supplies,2/22/2014,Consumer,1,46
Office Supplies,2/24/2014,Consumer,1,81
Office Supplies,2/27/2014,Consumer,1,28
Office Supplies,3/2/2014,Consumer,1,75
Office Supplies,3/2/2014,Consumer,1,400
Office Supplies,3/3/2014,Consumer,1,5
Office Supplies,3/4/2014,Consumer,1,43
Office Supplies,3/6/2014,Consumer,1,11
Office Supplies,3/7/2014,Consumer,1,323
Office Supplies,3/7/2014,Consumer,1,2091
Office Supplies,3/8/2014,Consumer,1,45
Office Supplies,3/8/2014,Consumer,1,131
Office Supplies,3/9/2014,Consumer,1,13
Office Supplies,3/9/2014,Consumer,1,116
Office Supplies,3/11/2014,Consumer,1,666
Office Supplies,3/12/2014,Consumer,1,348
Office Supplies,3/14/2014,Consumer,1,126
Office Supplies,3/14/2014,Consumer,1,1387
Office Supplies,3/16/2014,Consumer,1,166
Office Supplies,3/18/2014,Consumer,1,558
Office Supplies,3/21/2014,Consumer,1,105
Office Supplies,3/21/2014,Consumer,1,919
Office Supplies,3/22/2014,Consumer,1,55
Office Supplies,3/23/2014,Consumer,1,81
Office Supplies,3/25/2014,Consumer,1,326
Office Supplies,3/26/2014,Consumer,1,200
Office Supplies,3/28/2014,Consumer,1,339
Office Supplies,3/28/2014,Consumer,1,686
Office Supplies,3/29/2014,Consumer,1,6
Office Supplies,3/31/2014,Consumer,1,45
Office Supplies,3/31/2014,Consumer,1,48
Office Supplies,4/1/2014,Consumer,1,7465
Office Supplies,4/2/2014,Consumer,1,47
Office Supplies,4/2/2014,Consumer,1,59
Office Supplies,4/2/2014,Consumer,1,214
Office Supplies,4/3/2014,Consumer,1,6
Office Supplies,4/3/2014,Consumer,1,213
Office Supplies,4/4/2014,Consumer,1,685
Office Supplies,4/6/2014,Consumer,1,166
Office Supplies,4/7/2014,Consumer,1,12
Office Supplies,4/9/2014,Consumer,1,1454
Office Supplies,4/10/2014,Consumer,1,78
Office Supplies,4/10/2014,Consumer,1,542
Office Supplies,4/11/2014,Consumer,1,126
Office Supplies,4/11/2014,Consumer,1,149
Office Supplies,4/12/2014,Consumer,1,52
Office Supplies,4/14/2014,Consumer,1,64
Office Supplies,4/15/2014,Consumer,1,154
Office Supplies,4/17/2014,Consumer,1,152
Office Supplies,4/17/2014,Consumer,1,397
Office Supplies,4/19/2014,Consumer,1,2
Office Supplies,4/19/2014,Consumer,1,151
Office Supplies,4/20/2014,Consumer,1,742
Office Supplies,4/21/2014,Consumer,1,1183
Office Supplies,4/22/2014,Consumer,1,64
Office Supplies,4/23/2014,Consumer,1,186
Office Supplies,4/23/2014,Consumer,1,368
Office Supplies,4/27/2014,Consumer,1,4
Office Supplies,4/29/2014,Consumer,1,64
Office Supplies,4/29/2014,Consumer,1,77
Office Supplies,4/29/2014,Consumer,1,1163
Office Supplies,4/29/2014,Consumer,1,1174
Office Supplies,5/1/2014,Consumer,1,507
Office Supplies,5/2/2014,Consumer,1,26
Office Supplies,5/7/2014,Consumer,1,140
Office Supplies,5/10/2014,Consumer,1,39
Office Supplies,5/11/2014,Consumer,1,73
Office Supplies,5/12/2014,Consumer,1,216
Office Supplies,5/12/2014,Consumer,1,453
Office Supplies,5/15/2014,Consumer,1,447
Office Supplies,5/15/2014,Consumer,1,1202
Office Supplies,5/16/2014,Consumer,1,518
Office Supplies,5/17/2014,Consumer,1,370
Office Supplies,5/18/2014,Consumer,1,6
Office Supplies,5/21/2014,Consumer,1,30
Office Supplies,5/21/2014,Consumer,1,285
Office Supplies,5/24/2014,Consumer,1,78
Office Supplies,5/24/2014,Consumer,1,167
Office Supplies,6/1/2014,Consumer,1,615
Office Supplies,6/2/2014,Consumer,1,2
Office Supplies,6/2/2014,Consumer,1,5
Office Supplies,6/5/2014,Consumer,1,490
Office Supplies,6/6/2014,Consumer,1,28
Office Supplies,6/6/2014,Consumer,1,240
Office Supplies,6/8/2014,Consumer,1,249
Office Supplies,6/13/2014,Consumer,1,120
Office Supplies,6/13/2014,Consumer,1,394
Office Supplies,6/14/2014,Consumer,1,277
Office Supplies,6/16/2014,Consumer,1,20
Office Supplies,6/16/2014,Consumer,1,30
Office Supplies,6/17/2014,Consumer,1,939
Office Supplies,6/19/2014,Consumer,1,75
Office Supplies,6/19/2014,Consumer,1,1025
Office Supplies,6/20/2014,Consumer,1,76
Office Supplies,6/20/2014,Consumer,1,97
Office Supplies,6/21/2014,Consumer,1,64
Office Supplies,6/21/2014,Consumer,1,91
Office Supplies,6/21/2014,Consumer,1,200
Office Supplies,6/21/2014,Consumer,1,207
Office Supplies,6/23/2014,Consumer,1,8
Office Supplies,6/23/2014,Consumer,1,12
Office Supplies,6/25/2014,Consumer,1,88
Office Supplies,6/26/2014,Consumer,1,67
Office Supplies,6/26/2014,Consumer,1,635
Office Supplies,7/3/2014,Consumer,1,2068
Office Supplies,7/4/2014,Consumer,1,13
Office Supplies,7/5/2014,Consumer,1,5
Office Supplies,7/6/2014,Consumer,1,468
Office Supplies,7/7/2014,Consumer,1,22
Office Supplies,7/8/2014,Consumer,1,91
Office Supplies,7/8/2014,Consumer,1,418
Office Supplies,7/8/2014,Consumer,1,442
Office Supplies,7/13/2014,Consumer,1,16
Office Supplies,7/13/2014,Consumer,1,409
Office Supplies,7/14/2014,Consumer,1,487
Office Supplies,7/15/2014,Consumer,1,3064
Office Supplies,7/16/2014,Consumer,1,119
Office Supplies,7/18/2014,Consumer,1,230
Office Supplies,7/18/2014,Consumer,1,331
Office Supplies,7/18/2014,Consumer,1,362
Office Supplies,7/19/2014,Consumer,1,46
Office Supplies,7/20/2014,Consumer,1,36
Office Supplies,7/20/2014,Consumer,1,131
Office Supplies,7/20/2014,Consumer,1,1678
Office Supplies,7/21/2014,Consumer,1,314
Office Supplies,7/22/2014,Consumer,1,15
Office Supplies,7/23/2014,Consumer,1,17
Office Supplies,7/24/2014,Consumer,1,146
Office Supplies,8/1/2014,Consumer,1,9
Office Supplies,8/1/2014,Consumer,1,30
Office Supplies,8/3/2014,Consumer,1,223
Office Supplies,8/5/2014,Consumer,1,9
Office Supplies,8/6/2014,Consumer,1,94
Office Supplies,8/7/2014,Consumer,1,158
Office Supplies,8/8/2014,Consumer,1,5
Office Supplies,8/9/2014,Consumer,1,108
Office Supplies,8/10/2014,Consumer,1,7
Office Supplies,8/10/2014,Consumer,1,75
Office Supplies,8/13/2014,Consumer,1,21
Office Supplies,8/14/2014,Consumer,1,12
Office Supplies,8/14/2014,Consumer,1,65
Office Supplies,8/14/2014,Consumer,1,86
Office Supplies,8/16/2014,Consumer,1,1
Office Supplies,8/17/2014,Consumer,1,560
Office Supplies,8/26/2014,Consumer,1,71
Office Supplies,8/27/2014,Consumer,1,79
Office Supplies,8/27/2014,Consumer,1,941
Office Supplies,8/28/2014,Consumer,1,4
Office Supplies,8/28/2014,Consumer,1,59
Office Supplies,9/2/2014,Consumer,1,34
Office Supplies,9/2/2014,Consumer,1,604
Office Supplies,9/9/2014,Consumer,1,578
Office Supplies,9/12/2014,Consumer,1,4
Office Supplies,9/15/2014,Consumer,1,430
Office Supplies,9/17/2014,Consumer,1,328
Office Supplies,9/18/2014,Consumer,1,1732
Office Supplies,9/19/2014,Consumer,1,339
Office Supplies,9/19/2014,Consumer,1,1121
Office Supplies,9/20/2014,Consumer,1,211
Office Supplies,9/22/2014,Consumer,1,14
Office Supplies,9/25/2014,Consumer,1,877
Office Supplies,9/27/2014,Consumer,1,2130
Office Supplies,9/29/2014,Consumer,1,302
Office Supplies,9/30/2014,Consumer,1,217
Office Supplies,9/30/2014,Consumer,1,258
Office Supplies,10/1/2014,Consumer,1,540
Office Supplies,10/2/2014,Consumer,1,182
Office Supplies,10/4/2014,Consumer,1,36
Office Supplies,10/5/2014,Consumer,1,349
Office Supplies,10/7/2014,Consumer,1,3
Office Supplies,10/9/2014,Consumer,1,163
Office Supplies,10/9/2014,Consumer,1,546
Office Supplies,10/13/2014,Consumer,1,67
Office Supplies,10/14/2014,Consumer,1,34
Office Supplies,10/15/2014,Consumer,1,1870
Office Supplies,10/20/2014,Consumer,1,252
Office Supplies,10/20/2014,Consumer,1,5089
Office Supplies,10/21/2014,Consumer,1,3362
Office Supplies,10/23/2014,Consumer,1,69
Office Supplies,10/24/2014,Consumer,1,432
Office Supplies,10/24/2014,Consumer,1,450
Office Supplies,10/26/2014,Consumer,1,11
Office Supplies,10/26/2014,Consumer,1,112
Office Supplies,10/30/2014,Consumer,1,81
Office Supplies,10/31/2014,Consumer,1,103
Office Supplies,10/31/2014,Consumer,1,208
Office Supplies,11/2/2014,Consumer,1,431
Office Supplies,11/5/2014,Consumer,1,161
Office Supplies,11/5/2014,Consumer,1,305
Office Supplies,11/7/2014,Consumer,1,574
Office Supplies,11/8/2014,Consumer,1,754
Office Supplies,11/9/2014,Consumer,1,231
Office Supplies,11/11/2014,Consumer,1,15
Office Supplies,11/12/2014,Consumer,1,377
Office Supplies,11/13/2014,Consumer,1,16
Office Supplies,11/13/2014,Consumer,1,965
Office Supplies,11/14/2014,Consumer,1,71
Office Supplies,11/17/2014,Consumer,1,1904
Office Supplies,11/25/2014,Consumer,1,83
Office Supplies,11/25/2014,Consumer,1,465
Office Supplies,11/27/2014,Consumer,1,854
Office Supplies,11/29/2014,Consumer,1,1151
Office Supplies,11/30/2014,Consumer,1,1781
Office Supplies,12/2/2014,Consumer,1,17
Office Supplies,12/2/2014,Consumer,1,60
Office Supplies,12/3/2014,Consumer,1,142
Office Supplies,12/10/2014,Consumer,1,79
Office Supplies,12/10/2014,Consumer,1,820
Office Supplies,12/11/2014,Consumer,1,2060
Office Supplies,12/12/2014,Consumer,1,46
Office Supplies,12/12/2014,Consumer,1,105
Office Supplies,12/17/2014,Consumer,1,660
Office Supplies,12/21/2014,Consumer,1,102
Office Supplies,12/27/2014,Consumer,1,553
Office Supplies,12/29/2014,Consumer,1,169
Office Supplies,12/31/2014,Consumer,1,18
Office Supplies,1/3/2015,Consumer,1,842
Office Supplies,1/4/2015,Consumer,1,108
Office Supplies,1/8/2015,Consumer,1,254
Office Supplies,1/9/2015,Consumer,1,786
Office Supplies,1/17/2015,Consumer,1,94
Office Supplies,1/19/2015,Consumer,1,269
Office Supplies,1/23/2015,Consumer,1,35
Office Supplies,1/23/2015,Consumer,1,949
Office Supplies,1/25/2015,Consumer,1,543
Office Supplies,1/27/2015,Consumer,1,229
Office Supplies,1/29/2015,Consumer,1,366
Office Supplies,2/2/2015,Consumer,1,116
Office Supplies,2/3/2015,Consumer,1,369
Office Supplies,2/4/2015,Consumer,1,16
Office Supplies,2/10/2015,Consumer,1,37
Office Supplies,2/11/2015,Consumer,1,34
Office Supplies,2/11/2015,Consumer,1,84
Office Supplies,2/11/2015,Consumer,1,315
Office Supplies,2/13/2015,Consumer,1,73
Office Supplies,2/13/2015,Consumer,1,639
Office Supplies,2/15/2015,Consumer,1,149
Office Supplies,2/16/2015,Consumer,1,454
Office Supplies,2/18/2015,Consumer,1,143
Office Supplies,2/18/2015,Consumer,1,208
Office Supplies,2/19/2015,Consumer,1,8
Office Supplies,2/22/2015,Consumer,1,337
Office Supplies,2/26/2015,Consumer,1,428
Office Supplies,2/27/2015,Consumer,1,24
Office Supplies,2/27/2015,Consumer,1,115
Office Supplies,2/27/2015,Consumer,1,213
Office Supplies,2/28/2015,Consumer,1,258
Office Supplies,3/1/2015,Consumer,1,350
Office Supplies,3/2/2015,Consumer,1,551
Office Supplies,3/3/2015,Consumer,1,479
Office Supplies,3/6/2015,Consumer,1,105
Office Supplies,3/7/2015,Consumer,1,254
Office Supplies,3/7/2015,Consumer,1,325
Office Supplies,3/8/2015,Consumer,1,6
Office Supplies,3/8/2015,Consumer,1,92
Office Supplies,3/11/2015,Consumer,1,5
Office Supplies,3/11/2015,Consumer,1,51
Office Supplies,3/12/2015,Consumer,1,11
Office Supplies,3/12/2015,Consumer,1,40
Office Supplies,3/13/2015,Consumer,1,2
Office Supplies,3/13/2015,Consumer,1,34
Office Supplies,3/13/2015,Consumer,1,65
Office Supplies,3/16/2015,Consumer,1,80
Office Supplies,3/16/2015,Consumer,1,82
Office Supplies,3/16/2015,Consumer,1,126
Office Supplies,3/16/2015,Consumer,1,231
Office Supplies,3/19/2015,Consumer,1,209
Office Supplies,3/22/2015,Consumer,1,318
Office Supplies,3/24/2015,Consumer,1,115
Office Supplies,3/25/2015,Consumer,1,14
Office Supplies,3/26/2015,Consumer,1,3
Office Supplies,3/29/2015,Consumer,1,30
Office Supplies,3/30/2015,Consumer,1,108
Office Supplies,3/30/2015,Consumer,1,763
Office Supplies,4/1/2015,Consumer,1,8
Office Supplies,4/5/2015,Consumer,1,705
Office Supplies,4/5/2015,Consumer,1,4354
Office Supplies,4/6/2015,Consumer,1,353
Office Supplies,4/8/2015,Consumer,1,811
Office Supplies,4/9/2015,Consumer,1,544
Office Supplies,4/11/2015,Consumer,1,39
Office Supplies,4/12/2015,Consumer,1,1020
Office Supplies,4/18/2015,Consumer,1,364
Office Supplies,4/19/2015,Consumer,1,144
Office Supplies,4/20/2015,Consumer,1,155
Office Supplies,4/21/2015,Consumer,1,565
Office Supplies,4/24/2015,Consumer,1,225
Office Supplies,4/27/2015,Consumer,1,98
